Image_ID,Root_Rot_Severity,Soil_Moisture_Percent,Root_Zone_Temp_C,Substrate_EC_mS_cm,Substrate_pH,Days_Since_Planting
plant_0395_severity_0.jpg,0,53.67,16.38,1.33,7.27,2
plant_0396_severity_0.jpg,0,60.22,18.73,1.76,6.38,5
plant_0397_severity_2.jpg,2,76.53,23.13,1.71,4.91,13
plant_0398_severity_1.jpg,1,60.26,23.44,1.21,7.4,5
plant_0399_severity_3.jpg,3,88.61,26.14,3.07,5.84,25
plant_0400_severity_2.jpg,2,88.79,24.69,0.84,6.01,11
plant_0401_severity_1.jpg,1,60.97,25.62,1.42,5.75,8
plant_0402_severity_1.jpg,1,66.97,23.2,1.32,5.1,9
plant_0403_severity_0.jpg,0,56.56,21.17,1.91,6.19,5
plant_0404_severity_0.jpg,0,59.24,21.86,1.93,6.51,3
plant_0405_severity_3.jpg,3,90.08,24.87,2.94,4.47,21
plant_0406_severity_3.jpg,3,77.3,24.25,3.11,5.43,24
plant_0407_severity_3.jpg,3,93.55,24.66,3.03,4.75,12
plant_0408_severity_2.jpg,2,67.47,24.38,1.53,4.72,12
plant_0409_severity_3.jpg,3,89.52,28.21,2.44,4.15,13
plant_0410_severity_0.jpg,0,63.53,19.39,1.47,6.58,11
plant_0411_severity_3.jpg,3,93.32,24.37,3.02,4.58,32
plant_0412_severity_3.jpg,3,74.14,24.82,1.69,4.52,24
plant_0413_severity_0.jpg,0,47.37,23.26,1.86,6.04,5
plant_0414_severity_0.jpg,0,60.64,21.79,1.57,5.98,1
plant_0415_severity_1.jpg,1,63.75,20.96,2.2,6.92,8
plant_0416_severity_1.jpg,1,63.2,20.37,1.79,6.39,8
plant_0417_severity_2.jpg,2,72.63,26.88,1.07,5.31,22
plant_0418_severity_0.jpg,0,56.34,23.15,1.88,6.8,7
plant_0419_severity_2.jpg,2,83.38,24.66,0.87,6.1,15
plant_0420_severity_2.jpg,2,85.11,23.89,1.48,5.54,17
plant_0421_severity_2.jpg,2,63.4,22.09,1.16,5.41,8
plant_0422_severity_2.jpg,2,78.17,23.04,1.57,4.16,6
plant_0423_severity_3.jpg,3,88.3,23.9,2.01,4.9,28
plant_0424_severity_2.jpg,2,79.83,21.89,1.56,5.79,22
plant_0425_severity_2.jpg,2,77.19,28.01,0.56,6.46,18
plant_0426_severity_2.jpg,2,75.28,27.02,1.55,4.65,15
plant_0427_severity_0.jpg,0,48.45,21.25,1.93,6.5,5
plant_0428_severity_0.jpg,0,56.12,21.43,2.22,6.38,2
plant_0429_severity_0.jpg,0,66.47,17.66,1.75,6.43,6
plant_0430_severity_3.jpg,3,78.55,21.92,2.51,6.05,25
plant_0431_severity_3.jpg,3,87.38,26.89,2.99,5.73,24
plant_0432_severity_1.jpg,1,72.29,25.08,1.12,5.74,6
plant_0433_severity_2.jpg,2,82.1,24.19,1.21,6.29,15
plant_0434_severity_2.jpg,2,70.25,25.49,1.76,5.63,16
plant_0435_severity_3.jpg,3,80.44,23.77,2.17,5.19,34
plant_0436_severity_0.jpg,0,58.87,21.2,1.89,6.88,1
plant_0437_severity_2.jpg,2,89.34,22.39,1.31,6.25,20
plant_0438_severity_2.jpg,2,73.3,23.71,1.54,4.88,21
plant_0439_severity_2.jpg,2,64.38,25.57,1.04,6.17,12
plant_0440_severity_2.jpg,2,71.88,21.7,1.1,4.02,10
plant_0441_severity_3.jpg,3,79.88,25.84,2.61,4.0,20
plant_0442_severity_3.jpg,3,94.17,26.02,3.16,4.54,31
plant_0443_severity_2.jpg,2,73.42,22.64,1.18,5.56,17
plant_0444_severity_2.jpg,2,69.35,22.19,0.71,5.51,10
plant_0445_severity_0.jpg,0,57.48,20.09,1.85,6.03,2
plant_0446_severity_3.jpg,3,72.1,22.2,2.32,5.34,19
plant_0447_severity_3.jpg,3,68.35,25.35,2.57,5.01,27
plant_0448_severity_2.jpg,2,70.68,22.94,1.29,5.64,21
plant_0449_severity_0.jpg,0,53.91,23.02,1.72,6.44,1
plant_0450_severity_0.jpg,0,60.72,20.03,1.81,5.98,2
plant_0451_severity_2.jpg,2,68.92,21.59,1.3,5.6,17
plant_0452_severity_2.jpg,2,60.53,26.03,1.07,4.9,20
plant_0453_severity_2.jpg,2,85.46,23.16,0.9,6.67,11
plant_0454_severity_3.jpg,3,80.39,19.73,3.1,4.0,25
plant_0455_severity_0.jpg,0,50.96,21.81,1.66,6.58,9
plant_0456_severity_3.jpg,3,88.93,23.75,2.62,4.47,20
plant_0457_severity_1.jpg,1,60.81,22.63,1.42,6.24,4
plant_0458_severity_2.jpg,2,71.37,26.57,0.63,4.68,14
plant_0459_severity_2.jpg,2,69.17,22.23,0.71,5.23,12
plant_0460_severity_3.jpg,3,76.0,24.05,2.53,5.33,35
plant_0461_severity_0.jpg,0,59.94,22.93,2.21,6.59,3
plant_0462_severity_2.jpg,2,81.6,21.85,0.74,6.72,4
plant_0463_severity_0.jpg,0,61.14,18.24,2.26,6.42,5
plant_0464_severity_0.jpg,0,53.48,21.98,2.31,6.65,4
plant_0465_severity_2.jpg,2,76.83,20.63,0.5,4.74,13
plant_0466_severity_2.jpg,2,65.79,22.29,1.32,4.44,8
plant_0467_severity_2.jpg,2,62.29,22.63,0.88,5.26,16
plant_0468_severity_2.jpg,2,81.93,25.09,1.4,5.49,13
plant_0469_severity_2.jpg,2,67.16,25.43,0.78,5.63,11
plant_0470_severity_3.jpg,3,81.37,23.15,3.56,4.74,12
plant_0471_severity_1.jpg,1,58.45,20.03,1.72,5.5,8
plant_0472_severity_1.jpg,1,65.91,22.65,1.92,6.78,12
plant_0473_severity_1.jpg,1,71.5,21.55,1.48,4.32,5
plant_0474_severity_2.jpg,2,71.82,24.63,1.8,5.02,14
plant_0475_severity_2.jpg,2,74.09,19.58,1.46,7.2,11
plant_0476_severity_0.jpg,0,52.45,22.64,1.78,6.58,9
plant_0477_severity_3.jpg,3,81.96,21.56,3.28,4.93,24
plant_0478_severity_1.jpg,1,61.76,23.86,1.47,5.98,10
plant_0479_severity_3.jpg,3,74.22,26.55,2.05,5.41,25
plant_0480_severity_1.jpg,1,62.86,23.24,1.21,6.08,10
plant_0481_severity_1.jpg,1,74.32,20.79,1.97,6.03,10
plant_0482_severity_3.jpg,3,94.3,22.8,3.38,4.29,14
plant_0483_severity_2.jpg,2,74.88,23.37,0.59,4.86,16
plant_0484_severity_2.jpg,2,72.3,22.48,1.03,4.97,8
plant_0485_severity_2.jpg,2,68.73,23.14,1.09,5.24,16
plant_0486_severity_0.jpg,0,52.23,19.47,1.98,6.16,5
plant_0487_severity_1.jpg,1,57.09,23.15,1.25,6.56,8
plant_0488_severity_1.jpg,1,69.97,22.09,0.99,6.76,7
plant_0489_severity_1.jpg,1,69.12,25.05,0.84,6.05,10
plant_0490_severity_1.jpg,1,70.6,25.31,1.94,6.04,6
plant_0491_severity_1.jpg,1,58.9,24.52,1.59,5.56,9
plant_0492_severity_1.jpg,1,65.65,23.32,1.17,6.03,11
plant_0493_severity_2.jpg,2,84.7,25.74,0.96,6.19,11
plant_0494_severity_2.jpg,2,82.77,24.57,0.97,5.42,14
plant_0495_severity_2.jpg,2,69.2,23.89,1.49,5.78,8
plant_0496_severity_1.jpg,1,75.05,22.45,1.66,6.59,1
plant_0497_severity_2.jpg,2,73.68,23.73,1.06,6.39,8
plant_0498_severity_1.jpg,1,71.57,20.81,1.38,5.71,8
plant_0499_severity_2.jpg,2,82.17,26.37,1.88,5.24,17
plant_0500_severity_2.jpg,2,68.94,21.57,1.09,5.7,23
plant_0501_severity_2.jpg,2,71.52,20.14,1.42,6.32,16
plant_0502_severity_2.jpg,2,60.44,23.97,1.36,6.31,19
plant_0503_severity_2.jpg,2,91.09,25.13,0.85,5.77,2
plant_0504_severity_1.jpg,1,60.01,22.07,1.46,5.97,9
plant_0505_severity_3.jpg,3,87.03,24.84,3.93,5.77,31
plant_0506_severity_0.jpg,0,55.7,17.79,1.95,6.49,4
plant_0507_severity_1.jpg,1,59.77,24.18,1.33,5.88,3
plant_0508_severity_2.jpg,2,65.84,24.52,0.59,6.55,19
plant_0509_severity_2.jpg,2,71.96,21.73,1.36,5.79,28
plant_0510_severity_0.jpg,0,55.45,19.99,1.53,7.15,7
plant_0511_severity_1.jpg,1,69.01,18.86,2.4,5.99,9
plant_0512_severity_1.jpg,1,65.37,21.22,1.75,5.82,10
plant_0513_severity_2.jpg,2,52.15,23.33,2.05,5.55,15
plant_0514_severity_0.jpg,0,53.35,18.14,2.06,6.86,7
plant_0515_severity_2.jpg,2,68.78,20.94,0.94,4.95,14
plant_0516_severity_2.jpg,2,66.85,22.5,1.97,5.91,8
plant_0517_severity_1.jpg,1,62.03,19.56,1.65,5.79,4
plant_0518_severity_0.jpg,0,57.7,22.94,1.97,7.5,4
plant_0519_severity_0.jpg,0,57.81,18.48,2.19,6.22,1
plant_0520_severity_0.jpg,0,58.5,24.51,1.59,6.55,5
plant_0521_severity_2.jpg,2,70.45,20.59,1.06,5.55,13
plant_0522_severity_3.jpg,3,88.93,20.46,2.92,5.25,17
plant_0523_severity_3.jpg,3,65.89,21.99,1.86,4.41,34
plant_0524_severity_2.jpg,2,75.48,28.63,0.96,5.71,21
plant_0525_severity_1.jpg,1,62.5,19.85,1.95,5.71,12
plant_0526_severity_0.jpg,0,60.19,20.88,1.71,6.82,7
plant_0527_severity_3.jpg,3,89.9,23.15,2.62,5.78,29
plant_0528_severity_1.jpg,1,63.22,22.01,1.53,6.66,3
plant_0529_severity_2.jpg,2,94.6,26.49,1.07,5.07,21
plant_0530_severity_0.jpg,0,66.21,19.43,1.49,7.48,2
plant_0531_severity_2.jpg,2,87.28,22.1,0.54,5.29,14
plant_0532_severity_0.jpg,0,56.19,14.45,2.14,6.66,2
plant_0533_severity_3.jpg,3,99.0,24.6,2.6,5.17,35
plant_0534_severity_2.jpg,2,71.31,22.81,0.81,5.75,10
plant_0535_severity_2.jpg,2,69.2,21.87,1.12,5.58,11
plant_0536_severity_0.jpg,0,62.54,18.94,1.66,7.13,3
plant_0537_severity_1.jpg,1,62.95,20.76,1.4,6.9,8
plant_0538_severity_0.jpg,0,56.18,18.49,1.88,6.18,4
plant_0539_severity_2.jpg,2,77.7,21.4,1.58,5.46,12
plant_0540_severity_1.jpg,1,69.14,21.16,1.0,5.9,7
plant_0541_severity_3.jpg,3,98.29,25.45,3.42,5.34,26
plant_0542_severity_0.jpg,0,50.84,22.55,1.6,6.63,6
plant_0543_severity_3.jpg,3,93.7,21.44,1.19,4.74,18
plant_0544_severity_0.jpg,0,63.41,23.95,1.93,6.32,5
plant_0545_severity_0.jpg,0,52.28,17.64,1.54,7.02,6
plant_0546_severity_2.jpg,2,74.72,20.17,0.67,4.88,16
plant_0547_severity_3.jpg,3,99.0,23.41,2.48,4.83,32
plant_0548_severity_1.jpg,1,71.82,24.31,1.84,6.64,8
plant_0549_severity_2.jpg,2,81.36,21.32,1.73,6.37,13
plant_0550_severity_2.jpg,2,76.73,24.13,2.4,5.72,16
plant_0551_severity_2.jpg,2,68.07,24.37,1.08,5.88,7
plant_0552_severity_2.jpg,2,80.79,22.96,0.63,5.22,17
plant_0553_severity_0.jpg,0,44.98,18.53,1.72,5.94,1
plant_0554_severity_0.jpg,0,47.01,26.86,2.22,7.22,7
plant_0555_severity_1.jpg,1,72.04,20.58,1.0,5.54,8
plant_0556_severity_2.jpg,2,65.25,22.61,0.95,5.45,18
plant_0557_severity_3.jpg,3,92.84,26.78,2.39,5.04,10
plant_0558_severity_1.jpg,1,67.96,17.55,1.82,5.38,9
plant_0559_severity_0.jpg,0,50.53,25.35,1.12,7.36,11
plant_0560_severity_1.jpg,1,81.6,24.45,0.94,5.63,11
plant_0561_severity_1.jpg,1,48.18,21.67,1.19,5.53,11
plant_0562_severity_2.jpg,2,80.42,26.35,0.53,6.01,18
plant_0563_severity_1.jpg,1,69.45,21.35,1.59,5.67,6
plant_0564_severity_1.jpg,1,71.31,22.26,2.36,6.61,9
plant_0565_severity_0.jpg,0,57.19,25.96,2.25,6.93,2
plant_0566_severity_2.jpg,2,78.07,23.03,1.16,6.18,13
plant_0567_severity_0.jpg,0,49.16,26.45,2.09,6.39,1
plant_0568_severity_1.jpg,1,58.82,20.01,1.82,5.64,7
plant_0569_severity_2.jpg,2,67.84,22.26,1.44,5.46,15
plant_0570_severity_0.jpg,0,53.84,19.54,2.12,6.11,4
plant_0571_severity_0.jpg,0,47.81,13.72,1.75,7.11,1
plant_0572_severity_1.jpg,1,68.78,23.84,1.07,6.4,1
plant_0573_severity_2.jpg,2,61.85,22.13,0.99,6.29,10
plant_0574_severity_0.jpg,0,65.95,18.79,1.83,6.78,2
plant_0575_severity_1.jpg,1,64.29,24.39,1.35,6.43,9
plant_0576_severity_2.jpg,2,78.44,20.1,1.31,5.83,16
plant_0577_severity_0.jpg,0,54.03,16.26,1.24,6.09,8
plant_0578_severity_0.jpg,0,58.58,20.32,1.99,6.55,8
plant_0579_severity_2.jpg,2,84.6,23.44,0.97,4.44,18
plant_0580_severity_3.jpg,3,75.85,24.56,1.44,4.13,27
plant_0581_severity_1.jpg,1,64.28,20.44,1.15,6.15,3
plant_0582_severity_3.jpg,3,88.83,23.59,2.52,5.52,21
plant_0583_severity_3.jpg,3,95.69,23.67,2.73,5.47,14
plant_0584_severity_3.jpg,3,82.6,21.9,2.18,5.17,34
plant_0585_severity_2.jpg,2,70.3,24.49,1.26,5.5,13
plant_0586_severity_2.jpg,2,61.73,21.31,0.97,5.79,20
plant_0587_severity_2.jpg,2,73.59,23.69,1.17,4.73,22
plant_0588_severity_0.jpg,0,60.89,21.11,1.51,6.39,1
plant_0589_severity_0.jpg,0,55.58,18.39,1.53,7.17,5
plant_0590_severity_3.jpg,3,81.68,23.79,2.4,4.92,30
plant_0591_severity_0.jpg,0,56.34,20.21,1.49,6.32,6
plant_0592_severity_1.jpg,1,52.24,25.44,1.72,6.49,5
plant_0593_severity_0.jpg,0,50.52,21.19,2.41,6.39,1
plant_0594_severity_3.jpg,3,86.58,23.56,2.05,4.0,25
plant_0595_severity_0.jpg,0,54.3,20.32,1.99,6.33,5
plant_0596_severity_2.jpg,2,87.47,21.94,1.6,4.48,16
plant_0597_severity_2.jpg,2,76.62,20.39,1.09,5.13,7
plant_0598_severity_1.jpg,1,58.08,20.24,1.11,5.78,7
plant_0599_severity_2.jpg,2,82.09,19.36,0.59,6.14,13
plant_0600_severity_1.jpg,1,73.39,24.14,1.75,6.6,8
plant_0601_severity_1.jpg,1,66.27,25.58,1.69,5.88,6
plant_0602_severity_3.jpg,3,87.17,21.99,3.33,4.16,25
plant_0603_severity_2.jpg,2,91.43,21.12,1.85,5.51,12
plant_0604_severity_0.jpg,0,62.25,19.1,1.82,5.97,3
plant_0605_severity_1.jpg,1,64.53,23.1,1.45,6.56,8
plant_0606_severity_0.jpg,0,55.31,18.56,1.84,6.71,5
plant_0607_severity_3.jpg,3,83.24,23.4,2.03,4.7,34
plant_0608_severity_0.jpg,0,44.41,19.22,1.76,6.12,5
plant_0609_severity_3.jpg,3,85.0,25.2,2.59,4.63,13
plant_0610_severity_0.jpg,0,56.28,21.39,1.77,6.38,3
plant_0611_severity_2.jpg,2,84.56,26.33,0.6,4.92,16
plant_0612_severity_3.jpg,3,85.14,26.4,2.6,4.81,26
plant_0613_severity_0.jpg,0,54.33,22.62,1.36,7.5,1
plant_0614_severity_0.jpg,0,59.46,19.91,1.3,6.56,2
plant_0615_severity_2.jpg,2,64.5,17.93,0.64,6.36,8
plant_0616_severity_3.jpg,3,95.7,23.36,2.91,5.78,35
plant_0617_severity_0.jpg,0,52.29,22.13,2.3,7.12,11
plant_0618_severity_2.jpg,2,79.05,28.21,1.54,4.82,16
plant_0619_severity_0.jpg,0,60.18,17.53,1.64,6.07,6
plant_0620_severity_2.jpg,2,66.24,26.28,1.28,6.02,22
plant_0621_severity_3.jpg,3,93.44,24.31,3.05,4.02,33
plant_0622_severity_3.jpg,3,99.0,23.62,3.08,5.82,23
plant_0623_severity_2.jpg,2,70.35,22.45,2.04,4.88,18
plant_0624_severity_0.jpg,0,50.97,24.23,1.32,6.02,8
plant_0625_severity_0.jpg,0,50.66,19.75,1.72,5.32,5
plant_0626_severity_1.jpg,1,61.84,22.72,1.34,4.63,9
plant_0627_severity_1.jpg,1,71.32,22.3,1.14,6.66,6
plant_0628_severity_1.jpg,1,72.45,21.7,1.91,6.06,5
plant_0629_severity_3.jpg,3,96.73,26.86,2.0,5.47,21
plant_0630_severity_0.jpg,0,53.26,16.63,1.75,7.07,5
plant_0631_severity_0.jpg,0,54.37,23.12,1.84,7.17,9
plant_0632_severity_3.jpg,3,65.09,21.81,2.3,5.64,19
plant_0633_severity_0.jpg,0,58.53,17.1,1.58,6.92,5
plant_0634_severity_1.jpg,1,72.69,22.99,1.62,5.55,4
plant_0635_severity_2.jpg,2,77.97,21.79,0.8,4.89,9
plant_0636_severity_0.jpg,0,52.13,18.82,1.79,5.79,6
plant_0637_severity_3.jpg,3,75.72,26.46,2.09,4.77,35
plant_0638_severity_0.jpg,0,66.03,21.98,2.12,7.05,5
plant_0639_severity_1.jpg,1,63.53,22.72,1.97,6.42,8
plant_0640_severity_0.jpg,0,56.89,21.4,2.01,6.95,4
plant_0641_severity_1.jpg,1,69.85,21.34,1.42,5.99,13
plant_0642_severity_0.jpg,0,58.8,21.59,1.87,6.28,5
plant_0643_severity_1.jpg,1,62.54,21.33,1.25,6.23,8
plant_0644_severity_0.jpg,0,52.59,17.6,2.11,6.76,6
plant_0645_severity_2.jpg,2,67.12,22.26,1.59,5.93,14
plant_0646_severity_2.jpg,2,63.83,23.06,1.55,5.76,11
plant_0647_severity_1.jpg,1,69.95,20.23,1.42,5.41,7
plant_0648_severity_0.jpg,0,50.13,20.01,1.91,7.04,2
plant_0649_severity_2.jpg,2,89.61,25.04,1.42,4.53,13
plant_0650_severity_3.jpg,3,75.5,22.12,1.5,6.01,21
plant_0651_severity_2.jpg,2,84.33,23.64,0.71,5.54,20
plant_0652_severity_0.jpg,0,52.39,19.26,2.13,6.34,5
plant_0653_severity_0.jpg,0,52.74,18.63,1.17,5.87,7
plant_0654_severity_1.jpg,1,81.25,24.3,1.97,6.15,7
plant_0655_severity_3.jpg,3,89.51,22.8,2.11,5.5,22
plant_0656_severity_1.jpg,1,62.11,22.61,1.1,7.09,5
plant_0657_severity_0.jpg,0,61.73,19.33,1.61,6.44,4
plant_0658_severity_2.jpg,2,82.71,25.32,0.75,4.81,14
plant_0659_severity_2.jpg,2,83.61,22.23,1.41,4.59,11
plant_0660_severity_0.jpg,0,54.95,20.52,1.98,6.53,3
plant_0661_severity_3.jpg,3,77.02,20.98,2.88,4.0,24
plant_0662_severity_2.jpg,2,75.35,23.39,1.27,6.09,23
plant_0663_severity_2.jpg,2,73.63,22.0,1.2,5.54,17
plant_0664_severity_2.jpg,2,75.77,20.44,0.5,5.98,10
plant_0665_severity_2.jpg,2,68.19,20.66,1.7,5.58,20
plant_0666_severity_0.jpg,0,58.81,13.85,2.07,6.12,1
plant_0667_severity_2.jpg,2,82.0,25.86,1.03,5.1,17
plant_0668_severity_1.jpg,1,75.42,23.72,1.74,6.79,2
plant_0669_severity_0.jpg,0,51.6,19.57,1.91,6.22,6
plant_0670_severity_2.jpg,2,64.97,23.8,0.53,5.04,13
plant_0671_severity_1.jpg,1,71.13,24.85,1.52,5.63,13
plant_0672_severity_2.jpg,2,69.64,21.57,0.95,5.6,17
plant_0673_severity_1.jpg,1,62.07,22.69,1.47,5.74,10
plant_0674_severity_0.jpg,0,53.35,17.33,1.72,7.31,6
plant_0675_severity_0.jpg,0,51.92,20.85,1.53,5.9,9
plant_0676_severity_0.jpg,0,46.76,18.75,1.35,6.63,1
plant_0677_severity_2.jpg,2,81.26,22.63,1.28,5.71,16
plant_0678_severity_1.jpg,1,72.2,20.23,1.31,5.61,5
plant_0679_severity_2.jpg,2,69.3,25.13,1.37,6.84,16
plant_0680_severity_3.jpg,3,89.45,25.13,1.95,6.23,16
plant_0681_severity_0.jpg,0,62.05,18.41,1.57,7.22,7
plant_0682_severity_3.jpg,3,77.45,25.08,2.08,5.04,22
plant_0683_severity_2.jpg,2,67.74,23.44,1.2,5.8,16
plant_0684_severity_1.jpg,1,64.74,23.06,1.88,5.43,3
plant_0685_severity_3.jpg,3,55.75,21.33,2.64,4.0,24
plant_0686_severity_2.jpg,2,74.82,22.53,1.04,5.82,15
plant_0687_severity_3.jpg,3,63.65,22.69,2.96,4.36,9
plant_0688_severity_1.jpg,1,65.69,22.76,1.81,5.87,8
plant_0689_severity_2.jpg,2,72.72,22.1,1.17,5.8,16
plant_0690_severity_2.jpg,2,69.62,23.7,0.7,5.79,13
plant_0691_severity_3.jpg,3,96.33,26.18,2.78,4.81,29
plant_0692_severity_0.jpg,0,53.76,21.78,1.69,6.22,8
plant_0693_severity_2.jpg,2,82.93,23.66,1.11,6.02,14
plant_0694_severity_1.jpg,1,70.63,22.14,2.11,5.7,11
plant_0695_severity_2.jpg,2,68.52,23.75,1.03,4.22,13
plant_0696_severity_0.jpg,0,47.17,17.75,2.04,6.58,4
plant_0697_severity_2.jpg,2,88.87,26.4,1.75,6.14,21
plant_0698_severity_2.jpg,2,76.39,24.21,1.4,6.46,22
plant_0699_severity_2.jpg,2,79.1,20.24,0.76,5.16,12
plant_0700_severity_1.jpg,1,50.84,24.56,1.59,7.06,6
plant_0701_severity_0.jpg,0,57.29,27.36,1.56,6.91,6
plant_0702_severity_1.jpg,1,56.57,18.55,1.33,5.72,6
plant_0703_severity_0.jpg,0,50.36,23.89,1.65,6.6,7
plant_0704_severity_2.jpg,2,73.97,23.62,1.25,4.72,17
plant_0705_severity_0.jpg,0,59.51,14.5,1.9,7.1,5
plant_0706_severity_1.jpg,1,64.46,22.69,1.31,6.22,6
plant_0707_severity_0.jpg,0,49.09,16.27,1.38,6.62,1
plant_0708_severity_3.jpg,3,85.3,20.44,2.84,6.84,28
plant_0709_severity_2.jpg,2,80.21,26.45,2.0,6.25,12
plant_0710_severity_0.jpg,0,62.77,15.8,1.83,6.19,7
plant_0711_severity_0.jpg,0,63.24,17.19,1.94,6.1,5
plant_0712_severity_2.jpg,2,69.89,24.3,1.4,5.19,22
plant_0713_severity_1.jpg,1,73.09,22.75,1.2,5.65,8
plant_0714_severity_0.jpg,0,50.67,16.91,1.58,7.49,7
plant_0715_severity_0.jpg,0,60.38,21.91,2.0,5.97,3
plant_0716_severity_1.jpg,1,72.45,23.83,1.26,6.75,7
plant_0717_severity_3.jpg,3,73.2,25.38,2.72,4.39,29
plant_0718_severity_0.jpg,0,53.38,21.28,2.0,6.49,5
plant_0719_severity_2.jpg,2,66.33,22.87,1.8,5.53,18
plant_0720_severity_0.jpg,0,47.95,18.8,1.14,6.69,1
plant_0721_severity_2.jpg,2,76.84,23.32,1.03,5.28,9
plant_0722_severity_0.jpg,0,52.21,23.08,1.91,6.16,6
plant_0723_severity_0.jpg,0,65.72,19.09,1.34,5.87,6
plant_0724_severity_2.jpg,2,83.11,22.48,1.41,5.6,11
plant_0725_severity_2.jpg,2,79.08,17.77,2.14,5.81,15
plant_0726_severity_0.jpg,0,44.46,18.97,1.29,6.7,7
plant_0727_severity_2.jpg,2,82.85,23.96,1.07,6.44,23
plant_0728_severity_0.jpg,0,56.84,16.88,1.68,5.71,2
plant_0729_severity_0.jpg,0,58.84,21.85,1.76,6.44,2
plant_0730_severity_3.jpg,3,84.5,21.94,3.61,4.26,22
plant_0731_severity_2.jpg,2,66.59,20.98,0.5,6.07,16
plant_0732_severity_0.jpg,0,61.07,20.09,1.77,6.76,3
plant_0733_severity_2.jpg,2,76.65,22.85,1.14,5.63,13
plant_0734_severity_0.jpg,0,58.34,22.88,1.76,6.53,2
plant_0735_severity_0.jpg,0,48.43,16.39,1.5,7.16,6
plant_0736_severity_1.jpg,1,71.81,23.92,2.15,6.02,4
plant_0737_severity_2.jpg,2,79.05,21.62,1.72,6.08,25
plant_0738_severity_1.jpg,1,62.86,17.96,1.39,6.45,10
plant_0739_severity_2.jpg,2,71.68,21.58,1.15,5.6,17
plant_0740_severity_0.jpg,0,62.36,18.99,1.93,6.91,1
plant_0741_severity_2.jpg,2,85.99,24.7,1.27,5.42,23
plant_0742_severity_1.jpg,1,64.36,22.44,1.34,5.0,9
plant_0743_severity_2.jpg,2,65.67,24.11,1.03,4.86,15
plant_0744_severity_0.jpg,0,68.72,19.36,1.32,6.94,7
plant_0745_severity_2.jpg,2,74.05,19.59,1.36,6.62,8
plant_0746_severity_3.jpg,3,72.65,22.01,2.97,4.0,23
plant_0747_severity_0.jpg,0,63.34,17.12,1.96,5.83,5
plant_0748_severity_2.jpg,2,69.97,23.16,0.5,5.36,26
plant_0749_severity_1.jpg,1,74.4,23.66,2.1,5.12,5
plant_0750_severity_0.jpg,0,48.22,19.64,1.82,6.87,2
plant_0751_severity_1.jpg,1,61.67,22.69,2.17,6.83,10
plant_0752_severity_0.jpg,0,52.35,16.4,1.65,6.49,3
plant_0753_severity_0.jpg,0,42.07,19.6,1.79,7.19,5
plant_0754_severity_3.jpg,3,92.24,20.0,3.88,5.39,29
plant_0755_severity_3.jpg,3,83.21,23.85,2.28,4.32,28
plant_0756_severity_2.jpg,2,67.72,23.66,1.34,5.72,27
plant_0757_severity_3.jpg,3,92.9,24.86,1.86,5.97,20
plant_0758_severity_2.jpg,2,69.3,24.54,1.08,6.02,29
plant_0759_severity_2.jpg,2,71.87,22.3,0.94,6.4,16
plant_0760_severity_3.jpg,3,79.08,26.51,2.09,4.55,22
plant_0761_severity_1.jpg,1,73.52,28.12,1.32,5.58,9
plant_0762_severity_0.jpg,0,46.68,18.1,0.89,7.04,5
plant_0763_severity_0.jpg,0,55.91,18.94,1.88,6.87,6
plant_0764_severity_1.jpg,1,59.08,21.62,1.42,6.42,11
plant_0765_severity_0.jpg,0,56.57,23.94,2.18,6.19,1
plant_0766_severity_2.jpg,2,80.93,22.24,0.5,6.49,19
plant_0767_severity_2.jpg,2,68.47,26.88,0.71,6.18,12
plant_0768_severity_3.jpg,3,80.95,28.38,3.08,4.09,26
plant_0769_severity_0.jpg,0,48.61,26.78,1.95,6.66,4
plant_0770_severity_0.jpg,0,53.83,15.13,1.95,6.28,5
plant_0771_severity_3.jpg,3,85.56,22.18,2.54,4.0,25
plant_0772_severity_0.jpg,0,41.27,21.04,2.6,5.98,7
plant_0773_severity_2.jpg,2,89.31,24.71,0.8,6.31,11
plant_0774_severity_1.jpg,1,47.21,20.29,1.42,6.14,10
plant_0775_severity_1.jpg,1,63.94,23.19,1.4,5.59,8
plant_0776_severity_1.jpg,1,60.21,21.57,0.7,6.68,10
plant_0777_severity_3.jpg,3,76.45,24.3,2.85,4.29,24
plant_0778_severity_0.jpg,0,51.61,17.4,2.4,5.92,8
plant_0779_severity_0.jpg,0,57.74,18.29,1.55,7.48,5
plant_0780_severity_0.jpg,0,61.81,13.69,2.1,5.98,1
plant_0781_severity_3.jpg,3,85.36,22.64,3.35,4.36,35
plant_0782_severity_2.jpg,2,77.03,24.13,1.17,6.2,19
plant_0783_severity_1.jpg,1,60.58,20.58,1.12,6.22,12
plant_0784_severity_1.jpg,1,79.07,23.68,1.88,5.23,11
plant_0785_severity_2.jpg,2,84.59,20.77,0.84,5.48,22
plant_0786_severity_1.jpg,1,61.36,22.43,1.35,5.13,11
plant_0787_severity_1.jpg,1,84.81,22.85,1.64,6.13,6
plant_0788_severity_1.jpg,1,69.33,24.04,1.68,5.89,8
plant_0789_severity_3.jpg,3,77.43,23.99,2.94,5.49,30
plant_0790_severity_3.jpg,3,87.12,24.16,1.67,5.42,34
plant_0791_severity_3.jpg,3,85.53,29.55,3.06,5.32,23
